Brand,City,Country,Sum of Latitude,Sum of Longitude,Postcode,State/Province,Store Name,Store Number
Starbucks,Mississauga,CA,43.61,-79.65,L4Z 3X7,ON,5029 Hurontario St,20593-206884
Starbucks,Mississauga,CA,43.59,-79.65,L5B 0G4,ON,4076 Confederation Parkway,20687-181584
Starbucks,Mississauga,CA,43.59,-79.64,L5B 0G5,ON,"Compass @ Sheridan College, Mississ",16013-164904
Starbucks,Mississauga,CA,43.57,-79.6,L5B 1M8,ON,2100 Hurontario St,4408-6346
Starbucks,Mississauga,CA,43.59,-79.64,L5B 2C9,ON,Square One  - Food Court,4478-89926
Starbucks,Mississauga,CA,43.59,-79.64,L5B 2C9,ON,Square One South,29141-252625
Starbucks,Mississauga,CA,43.59,-79.65,L5B 4C1,ON,189 Rathburn Rd W,4303-1148
Starbucks,Mississauga,CA,43.51,-79.63,L5J 2Y4,ON,960 Southdown Rd,4469-87801
Starbucks,Mississauga,CA,43.53,-79.65,L5K 0A1,ON,1930 Fowler Dr,17341-179604
Starbucks,Mississauga,CA,43.55,-79.66,L5L 1C6,ON,Compass @ University of Toronto Mis,75482-115327
Starbucks,Mississauga,CA,43.52,-79.69,L5L 4X8,ON,3050 Vega Blvd,4290-1226
Starbucks,Mississauga,CA,43.54,-79.68,L5L 5Z5,ON,2116 Burnhamthorpe Rd W,4007-142104
Starbucks,Mississauga,CA,43.56,-79.73,L5M 0R4,ON,3030 Thomas St,16201-140064
Starbucks,Mississauga,CA,43.58,-79.71,L5M 1L5,ON,242 Queen St S,4635-99050
Starbucks,Mississauga,CA,43.55,-79.71,L5M 4Z5,ON,5025 Glen Erin Drive,12467-138345
Starbucks,Mississauga,CA,43.6,-79.78,L5N 0A2,ON,2963 Argentia Rd,4872-106562
Starbucks,Mississauga,CA,43.61,-79.75,L5N 7Y5,ON,RBC Meadowvale,26167-242427
Starbucks,Mississauga,CA,43.61,-79.75,L5N 8J4,ON,6974 Financial Drive,16144-164684
Starbucks,Mississauga,CA,43.6,-79.79,L5N 8P7,ON,3035 Argentia Rd,4665-100880
Starbucks,Mississauga,CA,43.69,-79.62,L5P 1B2,ON,YYZ - T3 US Departures,18725-193808
Starbucks,Mississauga,CA,43.68,-79.62,L5P 1B2,ON,YYZ - Toronto Pearson Ti Hammerhead,75933-106225
Starbucks,Mississauga,CA,43.68,-79.61,L5P 1B2,ON,YYZ T1 - International Arrivals,24039-235146
Starbucks,Mississauga,CA,43.7,-79.64,L5P 1B2,ON,YYZ T3 Pre-Security,27312-247111
Starbucks,Mississauga,CA,43.68,-79.62,L5P 1B2,ON,YYZ Toronto Int'l Term Pier F Upper,75924-102701
Starbucks,Mississauga,CA,43.68,-79.61,L5P 1B2,ON,"YYZ Toronto Term 1, Mktplace EF2-5",75688-84983
Starbucks,Mississauga,CA,43.68,-79.61,L5P 1B2,ON,"YYZ Toronto Term 1, Yorkvlle ED3-1A",75687-84980
Starbucks,Mississauga,CA,43.69,-79.62,L5P 1B2,ON,"YYZ Toronto Term 3, Beaches",75624-84981
Starbucks,Mississauga,CA,43.59,-79.67,L5R 3V2,ON,670 Eglinton Ave W,17557-181764
Starbucks,Mississauga,CA,43.63,-79.68,L5R 4B3,ON,6020 Hurontario St,4829-109065
Starbucks,Mississauga,CA,43.53,-79.69,L5V 2W1,ON,Longos-Winston Churchill,15841-164465
Starbucks,Mississauga,CA,43.52,-79.69,L6J 4Z3,ON,3235 Dundas St W,4278-885
Starbucks,Mississippi State,US,33.45,-88.79,39762,MS,Missisippi State University,78066-105596
Starbucks,Missoula,US,46.85,-114.02,59801,MT,Missoula - Brooks and Central,22428-218644
Starbucks,Missoula,US,46.83,-114.04,598017322,MT,Missoula Fresh Market - Reserve,74368-83247
Starbucks,Missoula,US,46.85,-114.04,598017546,MT,2510 Reserve Street- Missoula,9528-97210
Starbucks,Missoula,US,46.84,-114.02,598018525,MT,Albertsons - Missoula #1010,48501-262667
Starbucks,Missoula,US,46.89,-114.04,598081317,MT,Target Missoula T-885,76761-108200
Starbucks,Missoula,US,46.91,-114.03,598081492,MT,Missoula-1-90 and Reserve,3437-93690
Starbucks,Missouri City,US,29.54,-95.52,77459,TX,Hwy 6 & Trammel Fresno,23475-230544
Starbucks,Missouri City,US,29.57,-95.57,77459,TX,Murphy Rd & Hwy 6,6868-84503
Starbucks,Missouri City,US,29.56,-95.57,774593803,TX,Kroger-Missouri City #334,79370-100962
Starbucks,Missouri City,US,29.58,-95.58,774593988,TX,Hwy 6 & Dulles Austin Pkwy,6246-966
Starbucks,Missouri City,US,29.57,-95.57,774594163,TX,Super Target Missouri City ST-1359,72655-48499
Starbucks,Mitaka,JP,35.69,139.55,181-0011,13,Mitaka Musashisakai-dori,26792-243445
Starbucks,Mitaka,JP,35.7,139.56,181-0013,13,atrevie mitaka,30084-144064
Starbucks,Mitaka,JP,35.68,139.57,181-8611,13,Kyorin University Hospital,31219-190106
Starbucks,Mito,JP,36.37,140.48,310-0015,8,Mito EXCEL,30581-225685
Starbucks,Mito,JP,36.37,140.48,310-0015,8,Mito EXCEL 5F,26569-244573
Starbucks,Mito,JP,36.36,140.47,310-0836,8,Mito Ekinanchuo-dori,21916-216185
Starbucks,Mito,JP,36.34,140.45,310-0852,8,Mito Kencho-mae,1831-138378
Starbucks,Mito,JP,36.38,140.42,311-4151,8,Mito Akatsuka,18093-182004
Starbucks,Mito,JP,36.37,140.36,319-0317,8,AEON MALL Mito-uchihara,30629-102448
Starbucks,Miyazaki,JP,31.92,131.44,880-0842,45,Miyazaki Aobacho,31419-108696
Starbucks,Miyazaki,JP,31.88,131.43,880-0916,45,Miyazaki Akae,31726-117707
Starbucks,Miyazaki,JP,31.92,131.42,880-8602,45,Miyazaki Yamakataya,31265-107030
Starbucks,Miyoshi-machi,JP,35.84,139.5,354-0045,11,Miyoshi Parking Area - Down Lane,32059-131149
Starbucks,Miyzaki,JP,31.92,131.46,880-0834,45,AEON MALL Miyazaki,15931-164746
Starbucks,Mizuho-cho,JP,35.78,139.35,190-1203,13,The Mall Mizuho 16,30337-69863
Starbucks,Moab,US,38.57,-109.55,845322921,UT,City Market-Moab #410,79381-93499
Starbucks,Mobile,US,30.68,-88.07,366042006,AL,Government & Catherine,11324-104129
Starbucks,Mobile,US,30.65,-88.12,36606,AL,Government & I-65,25695-236913
Starbucks,Mobile,US,30.68,-88.12,366063201,AL,I-65 at Airport Blvd,9970-97273
Starbucks,Mobile,US,30.67,-88.12,366063406,AL,Bel Air Mall - First Level,11673-105401
Starbucks,Mobile,US,30.7,-88.13,366081559,AL,I 65 & Spring Hill,10538-101306
Starbucks,Mobile,US,30.68,-88.14,366081621,AL,Airport Blvd & Downtowner,8581-86640
Starbucks,Mobile,US,30.7,-88.18,36688,AL,University of South Alabama,19891-192724
Starbucks,Mobile,US,30.66,-88.19,366953925,AL,Hillcrest & Greelot,10537-96355
Starbucks,Mobile,US,30.68,-88.23,366958960,AL,Airport Blvd & Schillinger,8724-93235
Starbucks,Mobile,US,30.67,-88.23,366958979,AL,Super Target Mobile ST-1376,72658-64920
Starbucks,Modesto,US,37.67,-120.99,95350,CA,Briggsmore & McHenry,5985-213964
Starbucks,Modesto,US,37.69,-120.99,95350,CA,McHenry Ave & Standiford,25093-237904
Starbucks,Modesto,US,37.69,-120.99,95350,CA,Target Modesto T-273,24587-235447
Starbucks,Modesto,US,37.67,-121,953503245,CA,Safeway - Modesto #1661,74910-101839
Starbucks,Modesto,US,37.67,-121.03,953503767,CA,Briggsmore & Prescott - Modesto,9741-84962
Starbucks,Modesto,US,37.66,-121,953505059,CA,O'Briens Market - Roseburg,72904-95378
Starbucks,Modesto,US,37.65,-121.02,953511519,CA,Kansas Avenue & Hwy 99 - Modesto,10108-99624
Starbucks,Modesto,US,37.65,-120.99,953541221,CA,Downey & I Street - Modesto,6875-84940
Starbucks,Modesto,US,37.67,-120.96,95355,CA,Oakdale & Merle,17847-183164
Starbucks,Modesto,US,37.65,-120.96,95355,CA,Oakdale and Scenic,5313-219484
Starbucks,Modesto,US,37.68,-120.98,953552056,CA,Coffee & Floyd - Modesto,8980-95211
Starbucks,Modesto,US,37.69,-121.05,95356,CA,Vintage Faire Mall - Modesto,6686-68081
Starbucks,Modesto,US,37.69,-121.06,953560535,CA,Target Modesto NW T-938,76162-88888
Starbucks,Modesto,US,37.69,-121,953561576,CA,Modesto Promenade,5258-849
Starbucks,Modesto,US,37.7,-121.07,953568300,CA,Highway 99 & Pelandale - Modesto,5964-35159
Starbucks,Modesto,US,37.7,-121.05,953569232,CA,O'Briens Market - Modesto,72771-67562
Starbucks,Modesto,US,37.64,-120.92,953570501,CA,Yosemite & Claus - Modesto,13935-108365
Starbucks,Modesto,US,37.59,-120.99,953589309,CA,Crows Landing & Whitmore - Modesto,11832-105886
Starbucks,Mokpo-si,KR,34.81,126.37,"",46,Mokpo Bukhang DT,27760-248608
Starbucks,Mokpo-si,KR,34.81,126.43,530-831,46,Mokpo Ogam,23435-230032
Starbucks,Mokpo-si,KR,34.81,126.46,534-821,46,Mokpo Namak,24859-239085
Starbucks,Molalla,US,45.15,-122.6,970387362,OR,Safeway - Molalla #1751,74976-104178
Starbucks,Moline,US,41.49,-90.48,61265,IL,Hy-Vee Moline 1,49911-271186
Starbucks,Moline,US,41.47,-90.48,61265,IL,John Deere & 41st - Moline,9267-96098
Starbucks,Moline,US,41.47,-90.53,612656891,IL,Target Moline T-926,76514-99068
Starbucks,Monaca,US,40.68,-80.3,150612421,PA,Target Monaca T-2100,76562-99399
Starbucks,Monaca,US,40.68,-80.3,150612456,PA,Monaca,9441-96685
Starbucks,Monaco,MC,43.74,7.43,98000,MC,Ni Box - Monaco,25963-243224
Starbucks,Monaco,MC,43.73,7.42,MC98000,MC,Rue de la Colle - Monaco,20441-200844
Starbucks,Monclova,MX,26.93,-101.42,"",COA,Monclova,28795-251213
Starbucks,Moncton,CA,46.12,-64.77,E1A 1X6,NB,360 Elmwood Drive,22919-225884
Starbucks,Moncton,CA,46.09,-64.78,E1C 1G1,NB,761 Main Street,19649-193304
Starbucks,Moncton,CA,46.12,-64.84,E1G 1A5,NB,1633 Mountain Road,17729-177265
Starbucks,Mong Kok,CN,22.32,114.17,"",91,Langham Place,34650-96576
Starbucks,Mong Kok,CN,22.32,114.17,"",91,One Victory,15929-163266
Starbucks,Monmouth,GB,51.77,-2.81,NP15 2HG,WLS,Monmouth Northbound A40,21846-212225
Starbucks,Monona,US,43.05,-89.32,537164026,WI,Monona & Broadway,2655-64679
Starbucks,Monroe,US,41.32,-74.15,109504952,NY,Target Monroe T-2024,76491-97547
Starbucks,Monroe,US,35.02,-80.58,28110,NC,Hwy 74 & Windmere - Monroe,15707-161325
Starbucks,Monroe,US,35.02,-80.58,281108435,NC,Target Monroe  T-2074,76456-98560
Starbucks,Monroe,US,41.33,-73.27,64681100,CT,"Monroe, Rt 25",9601-97421
Starbucks,Monroe,US,32.53,-92.12,712013540,LA,N 18th St & Forsythe,13806-108470
Starbucks,Monroe,US,32.53,-92.07,712099000,LA,ULM Student Center,75389-104845
Starbucks,Monroe,US,47.86,-121.98,98272,WA,Rt. 2 & 522/Monroe,3259-1855
Starbucks,Monroe,US,47.86,-121.97,98272,WA,Safeway-Monroe #537,74979-97829
Starbucks,Monroe,US,47.86,-121.98,982721438,WA,Fred Meyer - Monroe #210,79325-103050
Starbucks,Monroe,US,47.86,-121.97,982722352,WA,Monroe Plaza,393-220
Starbucks,Monroeville,US,40.44,-79.77,151462506,PA,Giant Eagle Mkt-Monroeville #60,72781-74404
Starbucks,Monrovia,US,34.14,-117.98,91010,CA,Huntington Drive & Buena Vista,5473-244109
Starbucks,Monrovia,US,34.15,-118.02,91016,CA,Foothill & Madison,28507-249685
Starbucks,Monrovia,US,34.15,-118,910162171,CA,Vons-Monrovia #2200,74659-94830
Starbucks,Monrovia,US,34.15,-118,910162175,CA,Foothill & Myrtle - Monrovia,5593-1450
Starbucks,Monrovia,US,34.14,-118.01,910163205,CA,Monrovia,5239-406
Starbucks,Mont Tremblant,CA,46.12,-74.58,J8E 2T9,QC,Route 117 & Latreille,16592-156018
Starbucks,Montclair,US,40.81,-74.22,70422716,NJ,Montclair - Church & South Park,13856-108464
Starbucks,Montclair,US,34.08,-117.69,91763,CA,Central & The I-10,24325-237107
Starbucks,Montclair,US,34.06,-117.71,91763,CA,Holt & Ramona,47250-256930
Starbucks,Montclair,US,34.09,-117.69,917631500,CA,Montclair Plaza First Floor,17693-180530
Starbucks,Montclair,US,34.09,-117.69,917631646,CA,Central & Olive,669-443
Starbucks,Montebello,US,34.03,-118.12,906401805,CA,Albertsons - Montebello #6181,73688-128624
Starbucks,Montebello,US,34.04,-118.08,906402163,CA,Montebello Town Center Mall,5444-1461
Starbucks,Montebello,US,34.02,-118.11,906404213,CA,"Beverly and Montebello, Montebello",6750-87601
Starbucks,Monterey,US,36.62,-121.9,93940,CA,Lighthouse & David,23426-155691
Starbucks,Monterey,US,36.62,-121.9,939401037,CA,Cannery Row - Monterey,5978-48599
Starbucks,Monterey,US,36.6,-121.89,939402414,CA,Alvarado & Del Monte,16079-155689
Starbucks,Monterey,US,36.58,-121.9,939406160,CA,Del Monte,601-267
Starbucks,Monterey Park,US,34.04,-118.14,917546802,CA,Atlantic Square,5348-860
Starbucks,Monterrey,MX,25.68,-100.28,"",NLE,Apto Mty TA SUE,24647-238610
Starbucks,Monterrey,MX,20.64,-103.42,45070,NLE,La Calma,31895-108825
Starbucks,Monterrey,MX,25.67,-100.34,64000,NLE,Constitucion,32473-131724
Starbucks,Monterrey,MX,25.77,-100.41,64000,NLE,Pabellon M,47050-256606
Starbucks,Monterrey,MX,25.68,-100.35,64050,NLE,Plaza Real,31943-108806
Starbucks,Monterrey,MX,25.74,-100.41,64349,NLE,Plaza Qu,23222-228832
Starbucks,Monterrey,MX,25.68,-100.27,64590,NLE,Churubusco,32794-137741
Starbucks,Monterrey,MX,25.71,-100.38,64610,NLE,Cumbres Sonic Monterrey,31266-102322
Starbucks,Monterrey,MX,25.71,-100.38,64610,NLE,Paseo de los Leones,32132-108126
Starbucks,Monterrey,MX,25.68,-100.35,64620,NLE,Galerias Monterrey,31244-105325
Starbucks,Monterrey,MX,25.69,-100.38,64630,NLE,San Jeronimo Monterrey,32163-112868
Starbucks,Monterrey,MX,25.67,-100.38,64650,NLE,Desarrollos Delta,32048-119305
Starbucks,Monterrey,MX,25.64,-100.32,64753,NLE,Plaza Sienna,25435-241025
Starbucks,Monterrey,MX,25.66,-100.28,64830,NLE,Nuevo Sur,22558-222445
Starbucks,Monterrey,MX,25.64,-100.29,64840,NLE,Garza Sada,31992-119591
Starbucks,Monterrey,MX,25.65,-100.29,64849,NLE,Tecnologico de Monterrey,31257-105667
Starbucks,Monterrey,MX,25.64,-100.27,64860,NLE,Revolucion Super 7,31620-108683
Starbucks,Monterrey,MX,25.58,-100.24,64984,NLE,Esfera City Center,25225-239827
Starbucks,Monterrey,MX,25.72,-100.32,65040,NLE,Plaza Fiesta Anahuac,2104-141451
Starbucks,Monterrey,MX,25.78,-100.11,66050,NLE,MTY International Airport TB PB,5014-144444
Starbucks,Monterrey,MX,25.66,-100.39,66220,NLE,Vasconcelos,31610-108143
Starbucks,Monterrey,MX,25.65,-100.35,66231,NLE,Plaza Tanarah,32204-120384
Starbucks,Monterrey,MX,25.65,-100.33,66260,NLE,Magma Towers,21190-209752
Starbucks,Monterrey,MX,25.63,-100.3,66260,NLE,Metropolitan,26299-244260
Starbucks,Monterrey,MX,25.65,-100.34,66260,NLE,Plaza Fiesta San Agustin,31870-106764
Starbucks,Monterrey,MX,25.65,-100.36,66265,NLE,Plaza San Pedro Monterrey,30986-101302
Starbucks,Monterrey,MX,25.64,-100.31,66278,NLE,Galerias Valle Oriente,31296-105887
Starbucks,Monterrey,MX,25.73,-100.4,66278,NLE,Plaza Cumbres,31794-116129
Starbucks,Monterrey,MX,25.63,-100.28,66418,NLE,Paseo Sendero,25526-241273
Starbucks,Monterrey,MX,25.74,-100.3,66450,NLE,Anahuac,32751-137951
Starbucks,Monterrey,MX,25.68,-100.28,66470,NLE,Paseo La Fe,47052-256605
Starbucks,Monterrey,MX,25.73,-100.21,66477,NLE,Citadel Mall Monterrey,32162-116130
Starbucks,Monterrey,MX,25.78,-100.18,66600,NLE,Apto Mty TB SUE,24643-238604
Starbucks,Monterrey,MX,25.78,-100.11,66600,NLE,MTY - Terminal 2,32106-119550
Starbucks,Monterrey,MX,25.79,-100.13,66626,NLE,Plaza Aeropuerto Mty,47980-260827
Starbucks,Monterrey,MX,25.65,-100.36,76220,NLE,Gomez Morin,30960-102269
Starbucks,Monterrey,MX,25.66,-100.36,76220,NLE,Valle Plaza 401 Monterrey,31049-102271
Starbucks,Monterrey,MX,25.6,-100.26,83250,NLE,MM Garza Sada,5084-148264
Starbucks,Montgomery,US,32.36,-86.22,36106,AL,1601 East Blvd,3426-240988
Starbucks,Montgomery,US,32.35,-86.26,361062692,AL,Zelda Rd at Carter Hill Rd,9809-97244
Starbucks,Montgomery,US,32.34,-86.18,361161337,AL,Taylor & Vaughn,10771-102253
Starbucks,Montgomery,US,32.36,-86.17,36117,AL,I-85 & Taylor Rd,2960-85962
Starbucks,Montgomery,US,32.36,-86.16,36117,AL,Target Montgomery T-1825,21849-215404
Starbucks,Montgomery,US,32.38,-86.18,361174226,AL,Atlanta Hwy & McLemore,10772-101748
Starbucks,Montgomery,US,41.72,-88.37,605381059,IL,Montgomery-Orchard & Rte 30,13371-106590
Starbucks,Montgomery,US,30.36,-95.6,773562601,TX,SR-105 & Lake Conroe,14052-110809
Starbucks,Montgomeryville,US,40.24,-75.24,19454,PA,776 Bethlehem Pike Montgomeryville,798-239724
Starbucks,Monticello,US,45.29,-93.77,553624666,MN,Super Target Monticello T-2180,76730-100251
Starbucks,Montpellier,FR,43.61,3.89,34000,K,Montpellier - Centre Commercial Reg,26238-244107
Starbucks,Montreal,CA,45.59,-73.57,H1S 2X6,QC,Langelier & Belanger,18198-174465
Starbucks,Montreal,CA,45.53,-73.58,H2J 1W8,QC,Mont Royal & Resther,16435-170964
Starbucks,Montreal,CA,45.52,-73.58,H2J 2K8,QC,St-Denis & Rachel,20106-184924
Starbucks,Montreal,CA,45.52,-73.56,H2L 2H4,QC,Ste-Catherine E. & De La Visitation,4073-140749
Starbucks,Montreal,CA,45.54,-73.64,H2P 1E2,QC,Cremazie & Casgrain,23511-230865
Starbucks,Montreal,CA,45.54,-73.62,H2R 1S7,QC,Jean-Talon & Casgrain,24024-235084
Starbucks,Montreal,CA,45.52,-73.62,H2V 1K7,QC,Van Horne & Wiseman,25030-239646
Starbucks,Montreal,CA,45.52,-73.6,H2V 4G3,QC,Park & Laurier,4054-140735
Starbucks,Montreal,CA,45.51,-73.57,H2X 2A1,QC,Jeanne Mance & Ste-Catherine,4053-140734
Starbucks,Montreal,CA,45.51,-73.57,H2X 2H5,QC,Parc & Milton.,17410-178085
Starbucks,Montreal,CA,45.51,-73.57,H2X 2V5,QC,St Laurent & Prince Arthur,29742-255124
Starbucks,Montreal,CA,45.52,-73.57,H2X 3K6,QC,St-Denis & Ontario,4070-224207
Starbucks,Montreal,CA,45.51,-73.56,H2Y 1J6,QC,100 St Antoine Ouest,6077-144131
Starbucks,Montreal,CA,45.51,-73.56,H2Y 1S5,QC,Notre Dame & St-Laurent,4061-140806
Starbucks,Montreal,CA,45.5,-73.56,H2Y 3Y9,QC,World Trade Centre Montreal,20541-206125
Starbucks,Montreal,CA,45.5,-73.56,H2Y 4B4,QC,McGill & NotreDame,21080-208964
Starbucks,Montreal,CA,45.48,-73.61,H2Z 1H2,QC,Sherbrooke & Claremont,4065-140744
Starbucks,Montreal,CA,45.5,-73.57,H2Z 1Z6,QC,Rene-Levesque & St-Alexandre,22832-219048
Starbucks,Montreal,CA,45.51,-73.57,H3A 1J9,QC,600 Avenue du President Kennedy,3998-144104
Starbucks,Montreal,CA,45.5,-73.57,H3A 1S4,QC,Peel & Ste-Catherine,17969-184504
Starbucks,Montreal,CA,45.5,-73.57,H3A 1T5,QC,Les Cours Mont-Royal,4081-140772
Starbucks,Montreal,CA,45.51,-73.57,H3A 2L9,QC,McGill University,25781-236244
Starbucks,Montreal,CA,45.5,-73.57,H3A 3J2,QC,University & De Maisonneuve,4058-236445
Starbucks,Montreal,CA,45.5,-73.57,H3A 3J5,QC,Place Montréal Trust,4063-140741
Starbucks,Montreal,CA,45.5,-73.57,H3B 0G6,QC,Avenue des Canadiens & Drummond,27452-205944
Starbucks,Montreal,CA,45.5,-73.57,H3B 1B7,QC,Ste-Catherine & Place Phillips,16653-170684
Starbucks,Montreal,CA,45.5,-73.57,H3B 3Y1,QC,Place Ville Marie,4059-140785
Starbucks,Montreal,CA,45.5,-73.57,H3B 4C9,QC,Marriott Chateau Champlain Sodexho,70047-133205
Starbucks,Montreal,CA,45.5,-73.57,H3B 4G5,QC,Eaton Center - McGill Station,25574-241485
Starbucks,Montreal,CA,45.5,-73.57,H3B 4G5,QC,Montreal Eaton Centre,4060-140786
Starbucks,Montreal,CA,45.5,-73.56,H3B 4L4,QC,1001 University,23240-219044
Starbucks,Montreal,CA,45.5,-73.57,H3B 4V3,QC,University & De La Gauchetiere,17212-174904
Starbucks,Montreal,CA,45.49,-73.56,H3C 0M5,QC,Peel & Wellington,19921-202804
Starbucks,Montreal,CA,45.5,-73.58,H3G 1G2,QC,De La Montagne & De Maisonneuve,20626-207084
Starbucks,Montreal,CA,45.5,-73.58,H3G 1M8,QC,Concordia University Bookstore,28113-249437
Starbucks,Montreal,CA,45.5,-73.58,H3G 1P8,QC,Crescent & Ste-Catherine,4055-140747
Starbucks,Montreal,CA,45.5,-73.57,H3G0A1,QC,Hotel Le Crystal,27568-246879
Starbucks,Montreal,CA,45.49,-73.58,H3H 1L7,QC,Le Faubourg Ste-Catherine,4079-140740
Starbucks,Montreal,CA,45.49,-73.58,H3H 1M6,QC,Ste-Catherine & Lambert-Closse,18898-185344
Starbucks,Montreal,CA,45.5,-73.58,H3H 2L8,QC,Guy & De Maisonneuve,4056-140777
Starbucks,Montreal,CA,45.48,-73.57,H3J 1N5,QC,Notre Dame & Vinet,15165-156664
Starbucks,Montreal,CA,45.53,-73.65,H3P 3E9,QC,Centre Rockland,4069-140805
Starbucks,Montreal,CA,45.5,-73.62,H3T 1Y5,QC,Cote-des-Neiges & Edouard-Montpetit,23595-222908
Starbucks,Montreal,CA,45.48,-73.63,H3X 1V4,QC,Queen Mary & Earnscliffe,18965-184544
Starbucks,Montreal,CA,45.49,-73.59,H3Z 1X5,QC,Place Alexis-Nihon,4080-218944
Starbucks,Montreal,CA,45.48,-73.62,H4A 1C7,QC,Monkland & Old Orchard,4062-140736
Starbucks,Montreal,CA,45.46,-73.75,H4Y 1H1,QC,"YUL Domestic Terminal, Gate 1",78011-108786
Starbucks,Montreal,CA,45.46,-73.75,H4Y 1H1,QC,YUL Reserve International,27730-247544
Starbucks,Montreal,CA,45.5,-73.57,H5A 1K6,QC,Place Bonaventure,4078-140739
Starbucks,Montreal,CA,45.57,-73.73,H7S 1N1,QC,St-Martin & Tessier,4057-140779
Starbucks,Montreal,CA,45.57,-73.75,H7T 1C8,QC,Carrefour Laval,4068-237114
Starbucks,Montreal,CA,45.49,-73.8,H9B 1Z9,QC,Sources & De Salaberry,4064-140743
Starbucks,Montreal,CA,45.5,-73.51,J4P 2J7,QC,St-Lambert & Victoria,4076-140773
Starbucks,Montreal,CA,45.49,-73.47,J4V 2H9,QC,Taschereau & Regent,4072-140746
Starbucks,Montreal,CA,45.44,-73.44,J4Y 0B3,QC,Indigo Brossard,4075-140771
Starbucks,Montreal,CA,45.44,-73.44,J4Y 0B5,QC,Quartier Dix30,4077-140783
Starbucks,Montrose,US,38.45,-107.87,814014952,CO,Target Montrose T-2343,76854-111233
Starbucks,Montrose,US,38.45,-107.87,814015404,CO,King Soopers-Montrose #440,72588-103418
Starbucks,Montrose,US,38.46,-107.87,814015782,CO,Montrose-Hwy 550 & Venture Way,8664-94423
Starbucks,Montrose,US,34.21,-118.23,910201638,CA,Honolulu & Ocean View,16782-10773
Starbucks,Mont-Tremblant,CA,46.21,-74,J8E 1C9,QC,Tours Des Voyageurs,29640-253024
Starbucks,Montvale,US,41.05,-74.05,7645,NJ,NJ Montvale Travel Plaza.,17222-143484
Starbucks,Montville,US,41.48,-72.1,6353,CT,Stop & Shop-Montville #678,73725-107088
Starbucks,Monument,US,39.1,-104.87,801329127,CO,Monument at I-25,6759-76042
Starbucks,Monument,US,39.1,-104.87,801329169,CO,Safeway-Monument #1440,74333-83620
Starbucks,Moon Township,US,40.52,-80.22,151082639,PA,Moon Township,7660-38340
Starbucks,Moore,US,35.36,-97.49,73160,OK,I-35 & NW 27th,23027-222607
Starbucks,Moore,US,35.32,-97.5,73160,OK,Target Moore T-2727,5094-147311
Starbucks,Moore,US,35.32,-97.5,731605439,OK,19th & Telephone,10753-102015
Starbucks,Moorestown,US,39.94,-74.96,8057,NJ,Moorestown Mall Kiosk,27055-246590
Starbucks,Moorestown,US,39.96,-74.95,80573309,NJ,Moorestown-Wright's Hardware,7659-36499
Starbucks,Mooresville,US,35.59,-80.86,28117,NC,River Highway & Rolling Hill Road,8765-202507
Starbucks,Mooresville,US,35.6,-80.87,281176829,NC,Super Target Mooresville ST-1505,76101-78200
Starbucks,Mooresville,US,35.6,-80.9,281176977,NC,Harris Teeter - Mooresville #274,73818-108010
Starbucks,Mooresville,US,35.55,-80.85,281178545,NC,Mount Mourne,13421-107187
Starbucks,Mooresville,US,35.59,-80.88,281179158,NC,Harris Teeter-Mooresville #99,73916-103336
Starbucks,Moorhead,US,46.86,-96.75,56560,MN,Target Moorhead T-658.,16032-156750
Starbucks,Moorhead,US,46.85,-96.77,565604445,MN,Moorhead-I-94 & 8th,8960-103132
Starbucks,Moorpark,US,34.28,-118.88,93021,CA,Ralphs Moorpark #723,26639-244261
Starbucks,Moorpark,US,34.28,-118.87,93021,CA,Target Moorpark T-1547,25207-237782
Starbucks,Moorpark,US,34.3,-118.84,930211496,CA,"Campus Park & Collins, Moorpark",10109-99407
Starbucks,Moorpark,US,34.28,-118.87,930212001,CA,Los Angeles & Spring,5452-1532
Starbucks,Moorpark,US,34.27,-118.9,930213772,CA,Vons - Moorpark #1735,74788-98373
Starbucks,Moose Jaw,CA,50.4,-105.53,"",SK,Moose Jaw,26577-206484
Starbucks,Moose Jaw,CA,50.39,-105.54,S6H 1S6,SK,Safeway-Moose Jaw #395,79740-128704
Starbucks,Moosic,US,41.36,-75.68,185072140,PA,The Shoppes at Montage,10082-99076
Starbucks,Moraga,US,37.84,-122.13,945561912,CA,Safeway - Moraga #969,74806-23808
Starbucks,Moraga,US,37.86,-122.12,945562211,CA,Moraga & Rheem,6435-33881
Starbucks,Moravia,CR,9.96,-84.06,"",SJ,Lincoln Plaza.,18288-185424
Starbucks,Morehead,US,38.18,-83.43,403511684,KY,Aramark@Morehead Univ Student Union,4177-146407
Starbucks,Morehead City,US,34.74,-76.81,28557,NC,"Morehead City, NC",11761-106174
Starbucks,Morelia,MX,19.65,-101.17,"",MIC,Paseo Altozano,2159-230327
Starbucks,Morelia,MX,19.69,-101.18,58020,MIC,Ventura Puente,24203-236544
Starbucks,Morelia,MX,19.68,-101.22,58080,MIC,La Huerta,26858-245928
Starbucks,Morelia,MX,19.68,-101.18,58241,MIC,Camelinas,32420-132445
Starbucks,Morelia,MX,19.69,-101.16,58260,MIC,Morelia Campestre,31792-108924
Starbucks,Morenci,US,33.05,-109.33,85540,AZ,Morenci Community Center,22982-217348
Starbucks,Moreno Valley,US,33.89,-117.21,925511659,CA,Iris & Lassell,17824-180665
